window,roc5_group,n,stocks,stop_rate_pct,hit2_before_stop_pct,hit3_before_stop_pct,hit5_before_stop_pct,avg_mfe_before_stop_pct,avg_mae_before_stop_pct,avg_ret_5d_pct,avg_ret_10d_pct,avg_ret_15d_pct,avg_ret_20d_pct,median_swing_distance_pct
BEAR_2022,ROC5_FAIL,12,12,75.0,58.333333333333336,41.66666666666667,33.33333333333333,4.089206784468279,-4.299952054041029,0.8939068423996314,0.04202360339231145,-1.7740409261082926,-0.9157180485035896,3.656863720797021
BEAR_2022,ROC5_PASS,26,26,65.38461538461539,53.84615384615385,46.15384615384615,30.76923076923077,4.7986403508912225,-5.930259351031352,-2.126740950719198,-2.4879053264851327,-4.1755292145709175,-3.431506147849234,4.3743372364722255
BULL_2013_2014,ROC5_FAIL,120,48,25.833333333333336,80.0,73.33333333333333,53.333333333333336,5.660028224529471,-1.6793330633610501,1.4381199081447442,2.8887077105804884,3.6115204053787884,4.069080530493884,2.5307341331986866
BULL_2013_2014,ROC5_PASS,194,51,45.36082474226804,67.0103092783505,54.123711340206185,39.175257731958766,4.610039759005047,-2.3640966331326756,0.7733294682479868,1.0975347674354012,1.9752034714453606,2.3246569652848783,2.441876667215581
BULL_2017,ROC5_FAIL,34,29,44.11764705882353,64.70588235294117,41.17647058823529,29.411764705882355,3.9923421557954812,-2.241983892867796,0.7088782114973086,0.7617002616820708,1.2573150810847482,1.8206902379218233,2.0320151021262722
BULL_2017,ROC5_PASS,77,43,53.246753246753244,61.038961038961034,46.75324675324675,27.27272727272727,3.2521332125238227,-2.183473332282664,0.04745651802858361,0.36354960351001375,0.7212908403064376,0.6610719394466956,1.7443781932041214
CHOP_2015_2016,ROC5_FAIL,62,35,53.2258064516129,59.67741935483871,51.61290322580645,25.806451612903224,3.700491132985818,-3.16008739355214,0.3809054845044792,0.17143818947093095,-0.41446367411024926,-0.3921652621064048,2.496475925557773
CHOP_2015_2016,ROC5_PASS,139,50,60.431654676258994,51.07913669064749,36.69064748201439,14.388489208633093,2.6407814542304555,-3.0079645280639995,-0.30972297839711643,-0.4154950724530474,-0.12023305561510347,-0.4684667647531767,2.226408809875724
COVID_2020,ROC5_FAIL,30,28,66.66666666666666,76.66666666666667,53.333333333333336,26.666666666666668,6.677625884519587,-8.939472775271382,-5.018238915244429,-10.009915814131926,-7.071241449159059,-7.408380493001877,6.153896841920725
COVID_2020,ROC5_PASS,66,42,53.03030303030303,69.6969696969697,66.66666666666666,51.515151515151516,7.573436422122579,-3.7919392401631247,0.4848800294445385,2.1384856780421666,1.674458512658758,0.2385687646840855,3.350404520381234
GFC_2007_2009,ROC5_FAIL,43,28,30.23255813953488,81.3953488372093,79.06976744186046,62.7906976744186,8.990275568902057,-4.316527796186489,0.6740979953953036,1.3347317102325258,2.521186719684281,3.4637684349566378,4.160787727777615
GFC_2007_2009,ROC5_PASS,69,40,37.68115942028986,72.46376811594203,60.86956521739131,42.028985507246375,5.176738962719698,-3.3744651046991563,0.16610682570471907,1.0770824798219982,1.5921515586218995,1.9026125419660094,3.6913611894386023
ALL_WINDOWS_POOLED,ROC5_FAIL,301,75,40.19933554817276,73.08970099667775,62.7906976744186,42.857142857142854,5.582573348497338,-3.252714755826301,0.3636488925615157,0.4676816420956653,1.0811285978932006,1.4670461688672662,2.7693216411468047
ALL_WINDOWS_POOLED,ROC5_PASS,571,85,50.96322241681261,62.6970227670753,50.78809106830122,32.9246935201401,4.367140164904147,-2.945993148890058,0.173024103203813,0.5848239170782008,0.9348956799212635,0.8661571879556824,2.4852627165021124
